repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,eligibility_level,low_eligible_subjects,high_eligible_subjects,both_classes_eligible_subjects,both_classes_eligible_subject_ids,either_class_eligible_subjects,low_high_subject_set_jaccard,same_subject_trio_for_both_classes_possible
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,28,arousal,strong_2trials_2videos,2,5,0,,7,0.0,False
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,11,29,valence,weak_1trial,8,6,6,P001;P006;P007;P010;P011;P026,8,0.75,True
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,11,29,valence,minimal_2trials,7,1,1,P007,7,0.14285714285714285,False
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,11,29,valence,strong_2trials_2videos,7,1,1,P007,7,0.14285714285714285,False
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,11,29,arousal,weak_1trial,6,6,4,P007;P011;P025;P026,8,0.5,True
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,11,29,arousal,minimal_2trials,3,5,1,P007,7,0.14285714285714285,False
3,2,3,R03_S2_V3,inner_subject_only,R03_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,11,29,arousal,strong_2trials_2videos,3,5,1,P007,7,0.14285714285714285,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,31,valence,weak_1trial,12,7,5,P002;P007;P008;P009;P017,14,0.35714285714285715,True
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,31,valence,minimal_2trials,5,2,1,P007,6,0.16666666666666666,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,31,valence,strong_2trials_2videos,5,2,1,P007,6,0.16666666666666666,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,31,arousal,weak_1trial,9,7,3,P007;P009;P011,13,0.23076923076923078,True
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,31,arousal,minimal_2trials,2,3,0,,5,0.0,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,31,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,14,5,26,valence,weak_1trial,11,7,5,P001;P006;P009;P010;P011,13,0.38461538461538464,True
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,14,5,26,valence,minimal_2trials,4,0,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,14,5,26,valence,strong_2trials_2videos,4,0,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,14,5,26,arousal,weak_1trial,4,10,0,,14,0.0,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,14,5,26,arousal,minimal_2trials,0,6,0,,6,0.0,False
3,2,3,R03_S2_V3,inner_video_only,R03_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,14,5,26,arousal,strong_2trials_2videos,0,6,0,,6,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,8,6,19,valence,weak_1trial,6,5,4,P002;P008;P009;P017,7,0.5714285714285714,True
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,8,6,19,valence,minimal_2trials,3,1,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,8,6,19,valence,strong_2trials_2videos,3,1,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,8,6,19,arousal,weak_1trial,3,4,1,P009,6,0.16666666666666666,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,8,6,19,arousal,minimal_2trials,1,3,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,8,6,19,arousal,strong_2trials_2videos,1,3,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,9,valence,weak_1trial,3,3,1,P009,5,0.2,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,9,valence,minimal_2trials,1,0,0,,1,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,9,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,9,arousal,weak_1trial,2,4,0,,6,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,9,arousal,minimal_2trials,0,2,0,,2,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,9,arousal,strong_2trials_2videos,0,2,0,,2,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,12,valence,weak_1trial,6,2,1,P007,7,0.14285714285714285,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,12,valence,minimal_2trials,2,1,1,P007,2,0.5,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,12,valence,strong_2trials_2videos,2,1,1,P007,2,0.5,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,12,arousal,weak_1trial,6,3,2,P007;P011,7,0.2857142857142857,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,12,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,12,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,5,17,valence,weak_1trial,8,4,4,P001;P006;P010;P011,8,0.5,True
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,5,17,valence,minimal_2trials,3,0,0,,3,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,5,17,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,5,17,arousal,weak_1trial,2,6,0,,8,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,5,17,arousal,minimal_2trials,0,4,0,,4,0.0,False
3,2,3,R03_S2_V3,inner_joint,R03_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,5,17,arousal,strong_2trials_2videos,0,4,0,,4,0.0,False
3,3,1,R03_S3_V1,outer_source,R03_S3_V1_outer_source,1;2,2;3,,,16,10,15,8,32,valence,weak_1trial,11,5,1,P009,15,0.06666666666666667,False
3,3,1,R03_S3_V1,outer_source,R03_S3_V1_outer_source,1;2,2;3,,,16,10,15,8,32,valence,minimal_2trials,7,1,0,,8,0.0,False
3,3,1,R03_S3_V1,outer_source,R03_S3_V1_outer_source,1;2,2;3,,,16,10,15,8,32,valence,strong_2trials_2videos,7,1,0,,8,0.0,False
3,3,1,R03_S3_V1,outer_source,R03_S3_V1_outer_source,1;2,2;3,,,16,10,15,8,32,arousal,weak_1trial,9,8,3,P005;P016;P028,14,0.21428571428571427,True
3,3,1,R03_S3_V1,outer_source,R03_S3_V1_outer_source,1;2,2;3,,,16,10,15,8,32,arousal,minimal_2trials,3,4,0,,7,0.0,False
3,3,1,R03_S3_V1,outer_source,R03_S3_V1_outer_source,1;2,2;3,,,16,10,15,8,32,arousal,strong_2trials_2videos,3,4,0,,7,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,8,14,valence,weak_1trial,5,3,1,P009,7,0.14285714285714285,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,8,14,valence,minimal_2trials,3,1,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,8,14,valence,strong_2trials_2videos,3,1,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,8,14,arousal,weak_1trial,3,4,0,,7,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,8,14,arousal,minimal_2trials,2,3,0,,5,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,8,14,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S2,2,2;3,1,,8,10,8,6,18,valence,weak_1trial,6,2,0,,8,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S2,2,2;3,1,,8,10,8,6,18,valence,minimal_2trials,4,0,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S2,2,2;3,1,,8,10,8,6,18,valence,strong_2trials_2videos,4,0,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S2,2,2;3,1,,8,10,8,6,18,arousal,weak_1trial,6,4,3,P005;P016;P028,7,0.42857142857142855,True
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S2,2,2;3,1,,8,10,8,6,18,arousal,minimal_2trials,1,1,0,,2,0.0,False
3,3,1,R03_S3_V1,inner_subject_only,R03_S3_V1_inner_subject_train_S2,2,2;3,1,,8,10,8,6,18,arousal,strong_2trials_2videos,1,1,0,,2,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V2,1;2,2,,3,16,5,14,5,26,valence,weak_1trial,9,5,1,P009,13,0.07692307692307693,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V2,1;2,2,,3,16,5,14,5,26,valence,minimal_2trials,4,0,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V2,1;2,2,,3,16,5,14,5,26,valence,strong_2trials_2videos,4,0,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V2,1;2,2,,3,16,5,14,5,26,arousal,weak_1trial,8,8,3,P005;P016;P028,13,0.23076923076923078,True
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V2,1;2,2,,3,16,5,14,5,26,arousal,minimal_2trials,1,3,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V2,1;2,2,,3,16,5,14,5,26,arousal,strong_2trials_2videos,1,3,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V3,1;2,3,,2,16,5,5,3,6,valence,weak_1trial,4,1,0,,5,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V3,1;2,3,,2,16,5,5,3,6,valence,minimal_2trials,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V3,1;2,3,,2,16,5,5,3,6,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V3,1;2,3,,2,16,5,5,3,6,arousal,weak_1trial,2,2,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V3,1;2,3,,2,16,5,5,3,6,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_video_only,R03_S3_V1_inner_video_train_V3,1;2,3,,2,16,5,5,3,6,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V2,1,2,2,3,8,5,6,5,9,valence,weak_1trial,3,3,1,P009,5,0.2,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V2,1,2,2,3,8,5,6,5,9,valence,minimal_2trials,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V2,1,2,2,3,8,5,6,5,9,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V2,1,2,2,3,8,5,6,5,9,arousal,weak_1trial,2,4,0,,6,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V2,1,2,2,3,8,5,6,5,9,arousal,minimal_2trials,0,2,0,,2,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V2,1,2,2,3,8,5,6,5,9,arousal,strong_2trials_2videos,0,2,0,,2,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V3,1,3,2,2,8,5,4,3,5,valence,weak_1trial,3,1,0,,4,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V3,1,3,2,2,8,5,4,3,5,valence,minimal_2trials,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V3,1,3,2,2,8,5,4,3,5,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V3,1,3,2,2,8,5,4,3,5,arousal,weak_1trial,2,1,0,,3,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V3,1,3,2,2,8,5,4,3,5,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S1_V3,1,3,2,2,8,5,4,3,5,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V2,2,2,1,3,8,5,8,5,17,valence,weak_1trial,6,2,0,,8,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V2,2,2,1,3,8,5,8,5,17,valence,minimal_2trials,3,0,0,,3,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V2,2,2,1,3,8,5,8,5,17,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V2,2,2,1,3,8,5,8,5,17,arousal,weak_1trial,6,4,3,P005;P016;P028,7,0.42857142857142855,True
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V2,2,2,1,3,8,5,8,5,17,arousal,minimal_2trials,1,1,0,,2,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V2,2,2,1,3,8,5,8,5,17,arousal,strong_2trials_2videos,1,1,0,,2,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V3,2,3,1,2,8,5,1,1,1,valence,weak_1trial,1,0,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V3,2,3,1,2,8,5,1,1,1,valence,minimal_2trials,0,0,0,,0,,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V3,2,3,1,2,8,5,1,1,1,valence,strong_2trials_2videos,0,0,0,,0,,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V3,2,3,1,2,8,5,1,1,1,arousal,weak_1trial,0,1,0,,1,0.0,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V3,2,3,1,2,8,5,1,1,1,arousal,minimal_2trials,0,0,0,,0,,False
3,3,1,R03_S3_V1,inner_joint,R03_S3_V1_inner_joint_train_S2_V3,2,3,1,2,8,5,1,1,1,arousal,strong_2trials_2videos,0,0,0,,0,,False
3,3,2,R03_S3_V2,outer_source,R03_S3_V2_outer_source,1;2,1;3,,,16,11,13,9,31,valence,weak_1trial,11,7,6,P002;P004;P008;P009;P017;P023,12,0.5,True
3,3,2,R03_S3_V2,outer_source,R03_S3_V2_outer_source,1;2,1;3,,,16,11,13,9,31,valence,minimal_2trials,4,1,0,,5,0.0,False
3,3,2,R03_S3_V2,outer_source,R03_S3_V2_outer_source,1;2,1;3,,,16,11,13,9,31,valence,strong_2trials_2videos,4,1,0,,5,0.0,False
3,3,2,R03_S3_V2,outer_source,R03_S3_V2_outer_source,1;2,1;3,,,16,11,13,9,31,arousal,weak_1trial,6,7,2,P003;P009,11,0.18181818181818182,False
3,3,2,R03_S3_V2,outer_source,R03_S3_V2_outer_source,1;2,1;3,,,16,11,13,9,31,arousal,minimal_2trials,3,3,0,,6,0.0,False
3,3,2,R03_S3_V2,outer_source,R03_S3_V2_outer_source,1;2,1;3,,,16,11,13,9,31,arousal,strong_2trials_2videos,3,3,0,,6,0.0,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S1,1,1;3,2,,8,11,8,9,24,valence,weak_1trial,7,5,5,P002;P004;P008;P009;P017,7,0.7142857142857143,True
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S1,1,1;3,2,,8,11,8,9,24,valence,minimal_2trials,4,1,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S1,1,1;3,2,,8,11,8,9,24,valence,strong_2trials_2videos,4,1,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S1,1,1;3,2,,8,11,8,9,24,arousal,weak_1trial,3,4,1,P009,6,0.16666666666666666,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S1,1,1;3,2,,8,11,8,9,24,arousal,minimal_2trials,2,3,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S1,1,1;3,2,,8,11,8,9,24,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S2,2,1;3,1,,8,11,5,5,7,valence,weak_1trial,4,2,1,P023,5,0.2,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S2,2,1;3,1,,8,11,5,5,7,valence,minimal_2trials,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S2,2,1;3,1,,8,11,5,5,7,valence,strong_2trials_2videos,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S2,2,1;3,1,,8,11,5,5,7,arousal,weak_1trial,3,3,1,P003,5,0.2,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S2,2,1;3,1,,8,11,5,5,7,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_subject_only,R03_S3_V2_inner_subject_train_S2,2,1;3,1,,8,11,5,5,7,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V1,1;2,1,,3,16,6,12,6,25,valence,weak_1trial,9,7,5,P002;P008;P009;P017;P023,11,0.45454545454545453,True
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V1,1;2,1,,3,16,6,12,6,25,valence,minimal_2trials,3,1,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V1,1;2,1,,3,16,6,12,6,25,valence,strong_2trials_2videos,3,1,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V1,1;2,1,,3,16,6,12,6,25,arousal,weak_1trial,6,6,2,P003;P009,10,0.2,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V1,1;2,1,,3,16,6,12,6,25,arousal,minimal_2trials,2,3,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V1,1;2,1,,3,16,6,12,6,25,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V3,1;2,3,,1,16,5,5,3,6,valence,weak_1trial,4,1,0,,5,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V3,1;2,3,,1,16,5,5,3,6,valence,minimal_2trials,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V3,1;2,3,,1,16,5,5,3,6,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V3,1;2,3,,1,16,5,5,3,6,arousal,weak_1trial,2,2,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V3,1;2,3,,1,16,5,5,3,6,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_video_only,R03_S3_V2_inner_video_train_V3,1;2,3,,1,16,5,5,3,6,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V1,1,1,2,3,8,6,8,6,19,valence,weak_1trial,6,5,4,P002;P008;P009;P017,7,0.5714285714285714,True
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V1,1,1,2,3,8,6,8,6,19,valence,minimal_2trials,3,1,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V1,1,1,2,3,8,6,8,6,19,valence,strong_2trials_2videos,3,1,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V1,1,1,2,3,8,6,8,6,19,arousal,weak_1trial,3,4,1,P009,6,0.16666666666666666,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V1,1,1,2,3,8,6,8,6,19,arousal,minimal_2trials,1,3,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V1,1,1,2,3,8,6,8,6,19,arousal,strong_2trials_2videos,1,3,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V3,1,3,2,1,8,5,4,3,5,valence,weak_1trial,3,1,0,,4,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V3,1,3,2,1,8,5,4,3,5,valence,minimal_2trials,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V3,1,3,2,1,8,5,4,3,5,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V3,1,3,2,1,8,5,4,3,5,arousal,weak_1trial,2,1,0,,3,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V3,1,3,2,1,8,5,4,3,5,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S1_V3,1,3,2,1,8,5,4,3,5,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V1,2,1,1,3,8,6,4,4,6,valence,weak_1trial,3,2,1,P023,4,0.25,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V1,2,1,1,3,8,6,4,4,6,valence,minimal_2trials,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V1,2,1,1,3,8,6,4,4,6,valence,strong_2trials_2videos,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V1,2,1,1,3,8,6,4,4,6,arousal,weak_1trial,3,2,1,P003,4,0.25,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V1,2,1,1,3,8,6,4,4,6,arousal,minimal_2trials,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V1,2,1,1,3,8,6,4,4,6,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V3,2,3,1,1,8,5,1,1,1,valence,weak_1trial,1,0,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V3,2,3,1,1,8,5,1,1,1,valence,minimal_2trials,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V3,2,3,1,1,8,5,1,1,1,valence,strong_2trials_2videos,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V3,2,3,1,1,8,5,1,1,1,arousal,weak_1trial,0,1,0,,1,0.0,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V3,2,3,1,1,8,5,1,1,1,arousal,minimal_2trials,0,0,0,,0,,False
3,3,2,R03_S3_V2,inner_joint,R03_S3_V2_inner_joint_train_S2_V3,2,3,1,1,8,5,1,1,1,arousal,strong_2trials_2videos,0,0,0,,0,,False
3,3,3,R03_S3_V3,outer_source,R03_S3_V3_outer_source,1;2,1;2,,,16,11,16,11,51,valence,weak_1trial,14,10,8,P002;P003;P004;P008;P009;P016;P017;P023,16,0.5,True
